cust_id,°¡°ø½ÄÇ°,°¡°ø½ÄÇ°2,³²¼ºÆÐ¼Ç,³²¼ºÆÐ¼Ç2,¸®ºù,¸®ºù2,¸®ºùÄÁÅÙÃ÷,¸®ºùÄÁÅÙÃ÷2,½ºÆ÷Ã÷ÆÀ,½ºÆ÷Ã÷ÆÀ2,½Å¼±½ÄÇ°,½Å¼±½ÄÇ°2,¾Æµ¿/Å×³ÍÆ®,¾Æµ¿/Å×³ÍÆ®2,¿©¼ºÆÐ¼Ç,¿©¼ºÆÐ¼Ç2,¿µÆÐ¼Ç,¿µÆÐ¼Ç2,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ2,ÇØ¿Ü¸íÇ°ÆÀ,ÇØ¿Ü¸íÇ°ÆÀ2,"ÇØ¿ÜºäÆ¼,ACCÆÀ","ÇØ¿ÜºäÆ¼,ACCÆÀ2",F&B,F&B2,¸ÅÃâÇÕ°è
112716549,80,"8,563",22,"6,874",10,"2,178",8,"1,718",11,"1,707",51,"7,988",10,"3,514",77,"20,191",3,328,8,"2,439",129,"57,531",43,"23,952",170,"5,189","142,172"
112719501,74,"7,843",9,"4,854",24,"3,033",2,166,44,"28,229",53,"4,672",3,274,12,"3,555",1,358,5,743,65,"50,676",44,"20,522",163,"5,214","130,139"
112724978,17,"3,646",2,"1,752",29,"18,245",5,874,2,"4,671",11,"1,503",63,"21,188",26,"24,617",30,"46,055",8,"1,325",9,"9,530",53,"10,774",64,"1,568","145,747"
112728976,33,"7,923",17,"20,351",31,"31,063",1,23,13,"4,215",20,"1,559",77,"18,886",15,"15,900",10,"1,204",7,"2,309",20,"36,295",31,"3,918",234,"7,043","150,687"
112746952,34,"1,723",13,"17,999",30,"18,374",1,129,77,"27,767",31,"1,927",3,138,43,"58,382",11,"1,468",,,21,"22,430",29,"4,741",78,"2,704","157,782"
112763618,31,"1,772",3,438,26,"5,971",2,269,8,"6,921",65,"5,463",1,128,12,"8,324",9,816,1,418,74,"98,853",36,"11,636",115,"2,286","143,294"
112783271,14,"2,383",3,50,11,"14,737",,,17,"6,388",10,"1,031",14,"1,271",1,981,8,"1,410",1,848,28,"123,247",27,"6,608",96,"2,114","161,068"
112803204,58,"4,279",12,"6,517",24,"14,761",1,20,21,"14,977",24,"2,016",17,"2,055",25,"20,883",11,"5,151",2,"18,108",28,"53,444",30,"7,690",68,"1,585","151,485"
112840771,134,"5,448",35,"16,367",81,"9,744",,,52,"11,353",103,"6,368",80,"10,757",15,"2,915",21,"1,447",13,"38,994",54,"42,910",54,"8,463",223,"5,408","160,174"
112858154,9,"1,492",,,7,"3,602",,,7,"1,654",6,617,,,11,"4,051",1,499,2,"1,370",41,"162,277",10,"4,470",16,913,"180,946"
112875948,75,"11,859",6,"2,009",24,"5,277",1,23,19,"8,794",58,"8,831",11,"16,438",23,"21,298",14,"3,374",18,"96,449",53,"50,938",31,"18,374",279,"4,914","248,577"
112919796,49,"1,304",8,"5,653",34,"2,765",,,10,827,28,603,34,"6,598",13,"20,800",21,"2,185",35,"87,475",37,"31,117",28,"6,125",107,"1,681","167,133"
112941062,81,"5,668",9,"5,711",45,"38,858",2,245,12,"1,205",74,"4,684",1,35,99,"36,812",14,389,1,"5,120",30,"18,963",57,"15,207",116,"3,354","136,250"
112967441,2,228,1,790,1,36,,,,,,,2,580,4,"1,781",1,26,18,"156,556",12,"6,816",5,"3,467",10,234,"170,514"
113017862,39,"2,187",27,"13,927",21,"6,111",3,"3,210",7,"1,249",73,"1,804",15,"3,050",14,"2,337",2,20,3,"42,778",19,"23,214",23,"8,803",191,"7,835","116,526"
113022811,62,"14,214",4,"1,846",15,"4,016",1,47,1,868,49,"10,150",15,"1,510",30,"11,877",,,38,"105,932",4,784,37,"11,128",92,"1,814","164,185"
113027645,24,"1,018",2,889,31,"6,416",1,65,47,"16,340",12,710,,,24,"3,760",3,50,7,"63,955",37,"94,862",20,"9,423",76,"1,958","199,446"
113044746,68,"4,281",2,"1,925",20,"26,047",1,27,47,"19,271",36,"2,123",3,"1,243",19,"6,054",,,3,921,87,"113,960",31,"7,465",66,847,"184,163"
113051491,82,"1,974",23,"5,479",48,"9,406",1,9,31,"2,364",26,583,2,51,81,"10,645",34,"1,438",17,"14,960",19,"3,740",38,"74,916",101,"1,630","127,194"
113132999,79,"12,391",10,"9,299",3,"3,772",,,18,"3,931",30,"3,024",4,518,1,239,9,"1,434",2,695,100,"97,152",19,"11,849",77,"3,046","147,349"
113136038,6,801,2,706,23,"4,974",,,17,"4,551",8,452,,,54,"24,483",5,"1,074",10,"200,808",36,"39,415",73,"28,960",33,740,"306,965"
113153847,110,"4,563",5,230,15,"1,902",,,41,"5,158",63,"3,323",2,"2,190",23,"4,164",24,"1,370",2,"31,168",59,"52,558",92,"20,341",117,"2,886","129,853"
113162092,25,"1,687",14,"7,114",6,"2,573",,,29,"13,609",36,"3,562",46,"11,782",23,"9,774",23,"3,897",6,"61,401",38,"53,121",42,"8,695",94,"2,908","180,124"
113179531,3,44,4,"6,278",7,"1,916",2,710,6,"4,409",1,13,2,"1,131",22,"21,164",2,901,6,"24,540",34,"68,118",13,"4,232",36,"1,223","134,680"
113194111,17,"1,174",23,"9,660",27,"1,924",,,26,"3,441",16,"1,755",1,30,52,"22,090",37,"7,656",13,"35,545",58,"48,752",41,"4,750",11,390,"137,168"
113239893,15,"1,557",6,"2,577",11,"11,408",,,16,"5,861",,,6,"14,400",4,"1,394",5,974,5,"77,795",22,"45,565",31,"5,820",11,331,"167,681"
113247664,48,"3,331",2,369,13,"1,130",,,44,"10,317",29,"1,559",4,352,16,"4,958",1,10,24,"118,600",13,"7,041",20,"2,485",119,"6,364","156,516"
113248071,84,"6,975",21,"7,462",60,"21,524",2,"1,131",46,"23,187",13,756,7,"1,657",41,"20,390",13,"2,278",4,"1,311",33,"22,794",39,"13,803",153,"4,714","127,981"
113300081,125,"7,689",19,"12,216",27,"7,940",3,"1,965",23,"3,373",84,"4,134",30,"4,838",38,"12,981",37,"5,364",3,"41,928",11,"16,540",62,"13,799",248,"6,965","139,732"
113310597,47,"2,821",17,"15,328",16,"6,429",,,19,"4,373",22,"1,222",20,"4,594",35,"6,899",2,126,1,465,48,"98,353",30,"4,393",73,"2,445","147,447"
113330951,52,"5,192",33,"15,782",13,"3,093",,,23,"2,703",10,206,2,493,48,"74,429",21,"4,004",21,"2,589",104,"202,159",51,"16,636",26,591,"327,875"
113351355,111,"5,221",4,80,25,"4,330",,,8,"1,161",28,"1,260",5,167,11,"1,393",1,20,,,86,"149,607",37,"10,384",183,"4,052","177,675"
113367781,116,"9,659",1,327,,,,,9,"1,966",62,"6,055",,,,,,,1,"14,240",42,"88,052",7,"1,487",66,"3,466","125,253"
113370431,96,"9,379",5,"2,518",33,"5,518",1,111,53,"32,794",73,"17,895",19,"1,200",92,"43,253",6,"1,597",7,"4,338",40,"61,309",97,"15,758",152,"4,759","200,430"
113374804,39,"4,375",9,"3,562",22,"20,474",,,32,"9,344",12,666,75,"21,091",11,"4,750",5,237,8,"19,460",23,"26,890",49,"12,423",185,"6,677","129,950"
113449233,79,"3,566",4,914,13,"1,813",,,85,"19,799",84,"5,378",38,"3,721",119,"74,326",5,139,,,49,"21,808",50,"4,598",106,"2,036","138,097"
113471205,126,"13,644",7,298,38,"5,705",2,799,39,"19,441",59,"4,956",9,"1,410",23,"7,373",13,"3,434",5,544,67,"107,088",44,"15,037",174,"3,999","183,728"
113474174,43,"6,059",3,"1,541",29,"15,552",3,622,33,"40,859",35,"7,803",22,"9,375",11,"12,536",3,704,9,"259,760",69,"281,146",32,"14,966",114,"2,678","653,602"
113477648,33,"2,053",7,"4,222",10,"1,726",1,50,11,"14,273",38,"3,388",32,"7,112",24,"18,856",2,856,7,"79,400",57,"108,254",53,"24,730",45,"1,729","266,649"
113485553,78,"13,672",8,"8,812",15,"3,832",2,231,19,"6,164",49,"5,955",79,"12,808",42,"11,549",2,169,6,"18,558",37,"38,747",38,"11,862",63,"2,530","134,889"
113486821,16,602,15,"3,812",11,"2,244",,,92,"22,895",33,"1,856",80,"9,210",49,"19,726",1,60,31,"21,480",70,"36,237",43,"5,392",70,"2,460","125,974"
113490318,107,"5,715",26,"12,661",36,"42,841",11,391,39,"7,090",66,"2,886",24,"17,128",39,"15,620",20,"1,078",3,"6,398",33,"35,921",22,"5,528",451,"9,263","162,520"
113522462,12,739,4,56,4,"7,557",,,9,857,26,"1,999",,,,,17,"2,110",3,"14,800",46,"95,972",19,"2,243",35,675,"127,009"
113552131,14,383,1,660,4,"1,948",,,6,"2,855",17,"1,052",38,"2,797",3,390,4,28,15,"76,810",24,"34,814",22,"6,595",74,"1,731","130,063"
113572695,63,"7,158",4,"2,072",43,"27,194",1,19,33,"2,858",35,"3,433",3,26,41,"45,818",10,"1,500",30,"22,858",31,"35,928",27,"6,892",182,"8,632","164,388"
113587195,61,"2,378",18,"4,829",47,"67,304",2,243,12,"7,124",23,"1,256",,,6,"1,138",4,148,8,"23,320",13,"14,630",5,923,158,"3,808","127,102"
113612303,10,210,29,"9,985",45,"40,018",1,31,57,"16,001",32,"1,172",5,"2,733",63,"26,615",3,614,4,"23,682",26,"30,627",10,"2,263",73,"1,564","155,515"
113614083,11,395,18,"6,085",33,"30,675",1,120,7,"7,668",7,327,,,14,"3,106",4,448,5,"117,098",58,"47,462",19,"2,394",75,"3,260","219,038"
113620639,42,"3,666",20,"8,613",33,"65,363",3,113,9,"1,752",21,"1,943",8,622,36,"40,765",13,"1,227",19,"44,660",,,37,"7,064",67,"1,859","177,647"
113627433,85,"11,896",1,15,9,"64,888",,,22,"11,493",21,"1,765",14,"2,132",13,"5,475",,,1,"5,800",9,"21,545",20,"3,663",98,"5,001","133,672"
113668011,100,"5,241",10,"4,478",34,"7,092",1,21,22,"3,965",59,"2,839",3,"4,088",17,"5,796",7,"1,406",7,"39,609",31,"29,887",67,"13,364",205,"5,507","123,293"
113707783,5,"2,290",1,90,35,"66,452",2,207,8,"2,031",14,"2,095",,,7,"6,143",,,12,"15,856",11,"30,992",12,"1,844",21,838,"128,836"
113726918,48,"9,434",6,"6,203",22,"13,144",3,"1,624",15,"8,500",15,"4,094",,,6,"1,575",3,"2,082",,,94,"149,141",39,"15,626",116,"4,203","215,626"
113731861,20,"1,215",,,14,"18,283",1,70,29,"26,032",16,"1,182",6,"1,701",18,"17,831",,,1,"4,810",26,"54,740",11,"2,214",85,"3,547","131,625"
113741931,6,220,42,"15,298",58,"10,637",5,701,112,"25,446",,,6,472,195,"58,426",5,603,9,"1,077",79,"34,700",67,"12,848",94,"1,610","162,037"
113746621,4,833,7,"4,141",29,"81,524",1,717,5,"5,100",,,,,4,"4,712",1,263,5,"16,970",18,"11,000",4,"1,409",20,553,"127,222"
113795389,132,"7,437",85,"10,964",148,"48,425",,,48,"2,829",101,"3,685",45,"2,272",243,"35,349",70,"3,128",3,"3,765",4,-210,115,"10,237",153,"4,045","131,924"
113812479,73,"4,404",12,"3,247",26,"2,410",2,170,4,659,66,"6,313",10,"2,400",36,"17,079",5,"1,628",7,"3,214",123,"141,372",46,"5,326",168,"2,829","191,051"
113861036,41,"7,518",2,205,24,"4,892",3,129,6,780,9,"1,565",,,12,"16,305",7,"1,365",28,"15,297",93,"111,588",33,"6,657",34,"1,338","167,638"
113908464,2,220,5,"2,744",34,"47,258",,,7,"2,743",16,"2,423",13,"2,026",23,"15,753",5,"1,013",5,"40,130",10,"7,681",11,"1,975",30,938,"124,905"
113951758,52,"9,679",14,"3,244",15,"2,907",4,881,20,"18,794",30,"4,552",12,"4,220",5,"1,436",1,410,3,"12,061",92,"282,863",16,"4,408",58,989,"346,445"
113971915,28,"1,502",8,"9,110",26,"4,956",,,9,"4,150",47,"1,715",124,"24,713",16,"15,284",15,"1,242",4,"43,810",11,"14,420",11,"1,068",316,"6,947","128,916"
113990051,70,"5,724",14,"3,830",33,"23,437",1,19,104,"29,481",82,"8,351",82,"4,979",42,"12,173",22,"3,828",11,"12,401",10,"14,280",33,"6,407",347,"8,208","133,117"
114028725,53,"14,437",10,"4,722",23,"4,949",,,8,682,26,"8,265",3,195,81,"56,819",48,"13,723",18,"12,390",22,"35,498",58,"14,214",85,"3,730","169,623"
114040251,62,"7,349",9,"5,263",28,"8,341",4,"3,596",23,"10,459",19,"2,174",2,104,32,"12,472",5,535,17,"57,988",61,"67,674",26,"9,074",58,"1,322","186,349"
114082902,42,"3,718",,,12,"6,925",,,36,"31,976",25,"3,038",,,5,"2,257",,,4,"25,750",70,"139,414",21,"5,369",88,"3,217","221,664"
114089553,80,"6,001",30,"14,822",23,"14,939",1,100,32,"15,986",55,"6,132",16,"2,421",35,"20,167",4,282,,,46,"48,794",24,"20,108",166,"4,989","154,740"
114098281,17,"1,638",10,"2,729",28,"51,354",,,38,"11,392",5,666,3,59,12,"3,188",12,"1,007",4,"6,733",32,"38,435",37,"9,510",58,"1,529","128,239"
114107137,2,63,,,1,21,,,1,219,4,24,,,,,3,37,11,"132,550",,,2,66,38,775,"133,755"
114112703,39,"1,861",32,"6,655",34,"10,780",,,38,"12,753",69,"5,588",29,"5,821",26,"5,153",14,"1,639",6,"34,521",19,"32,775",21,"6,958",124,"5,946","130,450"
114121429,36,"7,917",,,1,30,,,,,17,"2,993",,,,,1,392,1,189,58,"212,761",1,170,48,"2,129","226,581"
114149573,49,997,3,226,1,29,,,196,"142,355",58,"1,202",2,408,6,363,18,542,,,,,12,299,29,426,"146,847"
114190814,61,"3,155",,,14,"1,021",,,1,330,15,485,11,636,16,"4,256",5,165,9,"76,920",46,"54,398",14,"3,179",70,"2,180","146,724"
114271238,51,"2,319",8,"3,160",15,"59,269",,,48,"23,744",20,904,9,"2,661",15,"6,408",2,0,2,997,67,"78,323",21,"8,144",48,"1,299","187,229"
114277984,123,"7,952",25,"10,541",15,"2,303",1,130,46,"13,753",86,"4,595",35,"5,755",46,"14,883",18,"1,973",3,"4,323",64,"48,772",26,"6,056",324,"6,423","127,457"
114288761,4,847,1,"1,205",9,"7,207",,,1,138,4,"1,146",11,"11,692",1,783,1,"1,339",2,"119,210",26,"253,221",4,"2,613",7,158,"399,560"
114313585,4,317,6,"4,143",2,155,,,3,916,8,"3,993",4,366,2,225,,,4,"40,870",10,"62,540",13,"9,784",18,916,"124,225"
114314157,50,"4,519",1,21,19,"4,297",3,183,43,"26,172",17,"1,873",5,"1,071",52,"22,714",,,1,275,103,"157,059",55,"15,514",49,"1,480","235,177"
114329551,260,"26,444",33,"5,179",40,"11,448",3,166,1,20,67,"7,657",2,62,14,"7,935",3,430,4,"95,630",2,"1,327",80,"14,208",275,"4,113","174,619"
114334838,27,"4,286",3,"1,305",1,699,3,610,4,156,9,"1,137",,,7,"4,270",3,997,4,"50,050",23,"49,866",30,"8,297",62,"2,238","123,911"
114352686,1,14,,,,,,,2,597,4,699,2,"1,000",1,105,,,,,,,,,6,279,"2,693"
114371507,54,"19,864",6,"1,073",12,"15,148",8,694,39,"23,642",22,"1,559",34,"6,392",19,"18,118",7,437,1,"2,360",35,"26,152",17,"8,406",93,"2,414","126,258"
114384311,19,814,8,"6,497",14,"5,719",4,198,27,"11,247",2,35,15,"1,757",7,"5,525",37,"13,386",5,"58,930",18,"35,634",28,"4,293",38,904,"144,938"
114389565,45,"6,380",1,538,11,"11,687",,,23,"20,516",34,"4,082",6,"1,369",16,"15,154",3,740,4,"11,535",43,"83,321",15,"2,987",17,852,"159,161"
114399692,19,"1,170",7,"3,409",16,"47,311",,,30,"7,922",18,"1,243",2,40,29,"11,314",1,24,9,"107,842",7,"6,617",11,"2,373",66,"1,613","190,877"
114433974,44,"3,174",4,288,17,"2,813",6,"1,812",33,"6,548",19,"3,329",14,"5,700",13,"7,156",16,"1,364",5,"53,045",34,"43,532",24,"2,746",74,"1,305","132,810"
114459552,31,"2,199",39,"20,470",29,"17,002",,,39,"5,912",63,"3,699",10,"3,853",41,"34,488",13,"3,228",2,420,8,"11,013",49,"6,511",70,"2,540","111,333"
114471516,63,"8,049",6,"7,766",42,"9,037",3,954,21,"12,229",42,"5,483",,,78,"29,126",2,73,4,"18,400",43,"39,663",58,"16,049",70,942,"147,772"
114520251,45,"2,964",2,91,5,"1,098",,,,,15,763,,,39,"10,852",,,,,58,"185,739",9,"13,303",25,820,"215,631"
114535011,42,"7,748",5,"1,013",26,"19,954",,,5,"1,120",29,"6,906",21,"15,604",7,"2,434",1,400,8,"102,850",102,"167,249",46,"46,366",54,"2,719","374,363"
114536435,25,"2,822",5,"2,929",21,"3,735",3,424,24,"4,293",33,"3,380",4,"2,232",35,"35,863",11,"2,149",8,"9,256",18,"50,375",23,"6,949",16,305,"124,711"
114565227,15,"1,313",1,186,12,"69,534",,,2,118,15,"1,168",2,"8,126",8,"7,176",3,959,4,"61,270",2,"1,712",10,"2,618",24,643,"154,822"
114584459,33,"4,498",5,825,14,"3,289",,,17,"6,880",14,"1,003",22,"2,253",43,"17,991",1,13,14,"82,100",85,"119,068",19,"3,107",47,"1,109","242,136"
114598597,15,"2,715",6,"2,058",12,"8,482",10,319,23,"10,372",20,709,6,759,3,"1,463",7,"1,524",1,662,65,"101,146",8,"1,489",88,"3,433","135,130"
114600141,7,390,,,30,"9,864",,,12,923,5,247,4,148,2,"1,763",14,"1,273",1,164,71,"114,330",31,"18,482",114,"2,853","150,436"
114617946,51,"11,904",12,"5,127",32,"5,626",1,46,21,"9,442",44,"5,048",4,"1,856",54,"45,900",21,"4,644",7,"25,372",6,"14,139",28,"8,267",33,931,"138,302"
114623971,67,"2,704",2,"2,651",11,"2,547",,,11,"4,031",28,"1,339",35,"4,767",32,"14,369",5,"1,258",7,530,18,"77,950",22,"14,089",189,"3,266","129,500"
114648618,100,"29,341",42,"21,910",41,"12,084",3,"1,462",53,"24,965",81,"11,794",71,"22,691",42,"26,077",14,"3,368",4,"1,065",20,"25,066",69,"35,886",223,"5,207","220,915"
114679584,39,"102,093",,,1,199,,,5,"8,172",3,"6,163",,,1,58,,,,,,,26,"46,072",10,410,"163,167"
114692451,51,"7,641",10,"3,379",26,"50,719",3,"2,505",32,"14,399",15,"2,083",5,883,6,"7,347",3,984,6,"23,507",114,"185,358",31,"10,584",74,"5,440","314,829"
114709871,146,"8,759",10,"6,248",9,"1,425",,,11,"5,708",59,"3,485",10,339,17,"9,470",4,699,4,"29,620",45,"44,371",45,"7,332",183,"2,725","120,180"
114730851,19,"1,653",21,"11,524",12,"4,917",,,31,"23,801",8,465,2,"1,626",42,"121,574",,,2,"23,600",61,"182,644",35,"9,775",46,"2,135","383,715"
114750366,6,416,5,504,46,"25,877",,,6,492,31,"1,680",,,43,"82,926",28,"17,291",,,4,"2,507",14,"3,944",76,"2,487","138,125"
114764281,167,"8,729",5,"2,140",14,"2,299",4,927,42,"15,942",87,"4,754",4,"2,141",49,"26,522",12,"2,936",12,"30,632",34,"22,269",61,"14,788",199,"5,098","139,177"
114780334,22,"3,549",10,"8,308",19,"64,513",5,"7,614",,,16,"1,866",2,225,26,"33,286",4,516,3,"30,435",13,"16,404",12,"3,958",50,"2,031","172,705"
114852108,77,"7,525",4,"1,785",12,"6,301",7,195,6,"1,135",51,"3,228",4,251,20,"5,125",,,7,"2,701",89,"161,329",18,"3,234",60,"2,287","195,096"
114875325,139,"5,098",36,"17,634",65,"58,785",,,18,"3,295",104,"6,319",2,152,47,"8,977",33,"12,417",5,"1,952",50,"25,167",29,"5,203",131,"2,860","147,858"
114880265,5,441,17,"11,818",5,"14,458",,,14,"3,932",8,"2,515",,,11,"5,814",,,3,"40,610",14,"25,687",9,"2,545",17,780,"108,599"
114884066,14,877,13,"2,609",5,"1,451",,,8,"3,224",6,480,3,907,5,"1,207",4,632,2,"35,950",114,"144,902",10,"2,285",16,288,"194,812"
114903428,19,718,20,"7,604",18,"41,886",4,"1,672",40,"10,005",16,891,3,236,27,"18,740",48,"6,420",4,"14,360",15,"22,338",28,"3,316",92,"2,359","130,544"
114904554,43,"4,077",7,"2,710",39,"10,472",2,"1,593",16,"4,472",15,"1,290",18,"1,908",98,"29,805",11,"1,154",2,263,22,"31,488",24,"4,226",64,"1,568","95,027"
114906631,,,8,"3,543",14,"13,258",,,13,"11,342",3,91,,,18,"10,126",3,155,4,"37,707",18,"49,323",15,"6,567",39,"2,094","134,205"
114928711,12,243,12,"1,513",16,"6,453",,,23,"6,948",1,56,9,671,77,"50,484",100,"8,514",11,"44,385",50,"40,716",40,"3,273",45,"1,395","164,651"
114941013,106,"8,277",3,"10,070",34,"18,114",6,"3,604",81,"17,781",91,"7,783",3,225,21,"16,464",16,"1,779",1,"14,100",32,"37,415",87,"10,414",61,"1,512","147,537"
114997494,45,"2,965",7,"1,149",20,"3,406",1,48,34,"8,608",30,"3,392",3,"1,451",42,"55,649",8,"1,066",22,"48,988",21,"30,653",30,"4,530",60,"1,498","163,405"
115011634,48,"5,804",15,"7,871",23,"26,317",,,7,"1,555",31,"1,708",4,"1,541",39,"11,556",3,600,34,"111,089",9,"17,398",39,"7,836",72,"1,939","195,214"
115021581,91,"13,068",19,"14,975",29,"20,000",,,16,"7,022",76,"7,228",5,207,6,"3,100",2,350,3,"11,405",19,"22,934",54,"17,835",240,"7,055","125,178"
115045732,13,533,14,"8,005",4,307,,,8,"4,491",4,132,2,187,14,"6,481",,,,,111,"153,207",3,487,27,"1,799","175,630"
115092764,70,"7,017",13,"2,571",38,"57,617",9,"6,384",57,"9,349",47,"2,200",,,45,"26,365",14,"2,348",2,598,54,"112,076",26,"2,020",225,"3,800","232,344"
115112585,153,"11,778",2,710,1,93,,,10,"3,154",118,"9,697",3,32,8,"5,871",7,743,4,"131,870",30,"71,911",26,"4,240",123,"1,815","241,913"
115138921,14,514,11,"8,274",10,"4,286",1,420,22,"7,093",18,"1,766",,,15,"10,496",1,530,9,"19,380",38,"62,610",12,"6,724",31,"1,074","123,166"
115142488,72,"9,782",17,"5,348",31,"8,620",1,26,39,"20,612",60,"10,244",,,21,"6,766",2,582,11,"30,140",32,"43,492",68,"14,109",147,"3,674","153,396"
115184905,13,"2,516",,,26,"44,320",7,"1,535",46,"16,615",44,"3,557",14,"8,308",14,"2,900",4,"1,201",9,"62,350",37,"103,696",42,"9,833",27,"1,117","257,948"
115246257,168,"17,161",8,726,18,"1,323",,,21,"7,589",118,"10,575",12,"2,831",20,"21,544",8,737,1,20,110,"94,415",47,"19,357",349,"5,828","182,107"
115249642,18,483,10,"3,836",115,"23,925",1,690,15,"3,903",11,"1,194",17,"4,926",39,"26,256",22,"1,301",2,"4,199",26,"53,234",47,"8,362",39,909,"133,219"
115257952,104,"9,291",17,"6,306",46,"24,372",,,25,"4,809",41,"7,467",22,"5,358",30,"12,165",11,"1,680",15,"62,003",19,"13,190",49,"11,501",71,"1,736","159,878"
115264337,1,20,8,"3,785",3,"1,929",,,15,"2,130",,,,,26,"10,627",25,"4,228",21,"94,360",6,"9,991",23,"2,919",65,"2,037","132,025"
115306961,138,"29,638",5,"3,740",28,"10,124",18,"9,718",7,"1,386",33,"3,620",19,800,44,"19,968",3,363,9,"47,835",28,"41,059",26,"5,115",131,"3,479","176,844"
115308025,111,"16,341",15,"3,796",49,"20,450",1,49,67,"9,827",61,"4,602",29,"21,629",13,"3,572",41,"5,381",11,"30,066",19,"9,380",34,"3,779",99,"2,083","130,954"
115314035,193,"16,888",33,"10,713",43,"13,166",11,436,43,"10,652",115,"15,347",13,"4,205",180,"60,534",24,"3,215",16,"45,541",32,"23,659",86,"19,473",187,"7,823","231,652"
115326068,26,"9,644",8,"3,006",4,"3,846",,,13,"2,936",16,"14,870",29,"3,530",3,488,6,309,3,"55,700",8,"23,060",8,"1,441",66,"2,500","121,330"
115335749,33,"46,961",2,531,2,"1,168",,,13,"12,620",15,"4,796",4,130,12,"8,360",5,579,3,"38,600",76,"150,341",6,"5,969",17,627,"270,681"
115335781,33,"5,452",1,660,10,"3,356",,,19,"12,853",19,"3,423",2,490,12,"4,902",2,543,11,"265,080",49,"247,460",30,"30,276",46,"1,057","575,551"
115336455,7,687,4,"3,874",40,"28,597",3,911,12,"2,034",1,31,54,"9,197",16,"9,308",3,672,7,"34,042",30,"44,027",33,"7,602",56,"2,876","143,857"
115355906,163,"7,265",18,"4,834",73,"18,665",,,27,"5,736",241,"5,438",18,"2,899",127,"62,334",21,"3,544",24,"7,115",4,"10,726",97,"24,852",180,"6,018","159,427"
115376131,179,"7,976",17,"4,468",24,"8,569",,,36,"5,199",118,"4,969",15,"3,999",56,"14,357",18,"1,044",7,"45,889",33,"24,652",51,"8,867",242,"3,528","133,517"
115410441,112,"4,483",6,"2,275",27,"5,018",,,34,"5,599",58,"3,416",12,"6,119",96,"70,559",75,"15,218",6,"12,798",63,"123,714",40,"5,038",503,"15,948","270,184"
115412283,60,"5,564",29,"6,369",17,"3,494",,,23,"3,637",29,"2,987",3,"2,111",72,"27,412",11,488,11,"33,016",78,"78,495",21,"3,040",69,"1,877","168,488"
115422581,1,4,,,,,,,,,,,2,90,4,162,,,4,530,292,"915,824",2,500,46,"3,145","920,254"
115423515,56,"2,164",15,"9,462",14,"4,250",6,291,51,"21,606",16,471,1,21,7,"1,564",1,15,3,"72,210",14,"39,044",18,"3,709",70,"1,650","156,456"
115434872,138,"6,695",13,"2,339",58,"28,269",1,44,,,29,"1,073",4,"3,027",42,"7,874",5,551,11,"44,255",50,"50,283",49,"10,143",284,"9,656","164,209"
115476181,28,"84,797",2,751,2,"1,768",,,4,"2,035",5,"159,249",1,14,4,"1,508",,,6,"1,650",8,"2,560",,,15,396,"254,728"
115481077,35,"3,534",9,"4,277",41,"60,455",,,42,"9,932",49,"2,637",13,"2,677",26,"8,455",12,761,4,"17,985",4,"10,759",37,"6,191",74,"1,594","129,257"
115483351,16,"1,187",13,"15,116",11,"3,712",,,32,"21,852",12,"2,294",26,"5,387",23,"12,195",2,914,6,"7,987",48,"103,870",33,"7,417",29,836,"182,765"
115502782,19,"3,020",17,"16,976",27,"52,829",1,181,14,"4,313",11,678,,,26,"26,248",10,"1,779",,,21,"28,511",27,"5,155",83,"2,162","141,852"
115534251,20,654,,,2,895,,,3,139,9,"1,971",22,766,4,"1,052",,,,,18,"144,979",10,"3,009",45,653,"154,116"
115536759,32,"5,634",1,550,24,"20,382",6,"1,311",9,"2,342",12,"1,587",13,"2,434",7,749,18,"3,611",,,41,"57,485",11,"4,221",33,"1,210","101,516"
115611567,28,"11,304",9,"8,218",7,"7,043",,,16,"5,037",33,"7,491",,,13,"8,322",,,1,69,52,"46,555",23,"29,667",80,"1,489","125,196"
115620691,39,"5,854",2,"2,445",27,"31,488",1,49,19,"8,127",52,"11,713",6,"1,028",23,"38,849",,,3,158,14,"9,393",19,"16,257",111,"3,595","128,955"
115625482,93,"15,456",35,"13,249",65,"5,247",2,216,40,"13,063",66,"2,719",2,486,28,"9,457",2,287,7,"25,466",42,"40,207",7,656,180,"3,566","130,072"
115638529,65,"24,243",10,"3,771",25,"18,420",3,164,20,"6,809",41,"10,877",7,"1,079",9,"5,552",2,215,6,"45,355",19,"23,317",27,"4,950",51,"1,774","146,527"
115652169,61,"8,148",11,"4,972",19,"3,353",,,4,400,41,"3,158",3,"2,138",33,"14,818",14,"2,231",5,"35,757",19,"28,046",36,"21,296",43,"1,416","125,732"
115729628,34,534,1,190,7,539,,,19,"5,435",14,"28,593",5,"1,245",9,"1,044",15,301,5,"70,730",10,"11,185",25,"2,581",78,"1,810","124,188"
115731549,15,"1,127",4,"4,096",2,44,,,,,4,264,,,3,"3,170",2,225,4,"28,000",31,"182,448",5,"3,262",24,863,"223,499"
