cust_id,°¡°ø½ÄÇ°,°¡°ø½ÄÇ°2,³²¼ºÆÐ¼Ç,³²¼ºÆÐ¼Ç2,¸®ºù,¸®ºù2,¸®ºùÄÁÅÙÃ÷,¸®ºùÄÁÅÙÃ÷2,½ºÆ÷Ã÷ÆÀ,½ºÆ÷Ã÷ÆÀ2,½Å¼±½ÄÇ°,½Å¼±½ÄÇ°2,¾Æµ¿/Å×³ÍÆ®,¾Æµ¿/Å×³ÍÆ®2,¿©¼ºÆÐ¼Ç,¿©¼ºÆÐ¼Ç2,¿µÆÐ¼Ç,¿µÆÐ¼Ç2,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ2,ÇØ¿Ü¸íÇ°ÆÀ,ÇØ¿Ü¸íÇ°ÆÀ2,"ÇØ¿ÜºäÆ¼,ACCÆÀ","ÇØ¿ÜºäÆ¼,ACCÆÀ2",F&B,F&B2,¸ÅÃâÇÕ°è
743451335,97,"16,990",14,"5,539",67,"39,055",3,107,31,"17,271",36,"3,991",69,"9,297",27,"17,112",11,"1,951",6,"5,758",28,"20,139",52,"19,887",166,"4,046","161,145"
743473051,28,"68,254",1,764,31,"26,632",1,951,35,"24,439",9,882,10,"3,896",9,"9,086",1,258,,,20,"52,386",16,"5,247",98,"12,042","204,838"
743491562,38,"3,818",4,"5,137",13,"8,134",3,"2,141",35,"3,920",27,"12,743",2,132,27,"10,276",24,"4,945",61,"206,224",7,"8,920",28,"4,421",93,"2,579","273,391"
743499675,32,"4,245",4,"1,965",24,"42,354",,,17,"2,349",7,370,6,901,1,891,20,"1,855",8,"25,370",34,"46,222",11,"5,072",56,"1,721","133,316"
743515851,11,157,,,10,"1,147",,,13,"1,285",13,434,61,"4,398",5,"1,749",10,484,8,"45,210",27,"76,229",7,675,126,"2,526","134,294"
743536108,34,"9,618",12,"4,412",50,"47,283",1,368,32,"12,541",25,"2,347",9,"1,542",42,"10,806",18,"1,865",6,"12,963",54,"44,244",17,"2,205",76,"3,400","153,593"
743552273,8,"2,070",37,"18,093",11,"3,675",,,41,"8,568",6,"4,988",14,"3,182",7,"7,728",6,"1,087",6,"22,799",44,"60,410",4,"1,500",18,494,"134,593"
743553826,16,339,20,"4,564",21,"14,346",,,85,"19,344",18,741,26,"2,351",24,"14,444",17,"2,228",6,"47,560",26,"12,596",20,"4,019",62,"2,554","125,086"
743559931,42,"3,929",12,"8,789",26,"17,534",3,209,47,"8,655",26,"2,845",66,"11,530",21,"5,177",8,"2,818",,,46,"60,405",28,"5,159",81,"2,980","130,028"
743560411,52,"6,222",,,5,261,1,40,,,11,"1,512",13,"2,629",,,2,97,,,58,"287,939",25,"2,295",80,"2,741","303,737"
743571843,3,74,10,"5,257",7,530,,,18,"3,513",5,436,4,493,1,599,19,"5,036",21,"61,870",20,"43,270",23,"3,709",57,"1,340","126,127"
743576376,30,"1,186",11,"7,349",19,"71,862",1,82,49,"12,218",16,707,6,413,5,"3,768",46,"7,258",9,"5,118",13,"25,035",22,"6,935",96,"2,015","143,947"
743577491,9,506,,,7,"1,351",4,"2,170",14,"7,831",1,149,2,0,10,"6,532",,,2,"85,940",18,"43,810",16,"7,686",13,591,"156,566"
743594666,4,321,,,,,,,1,138,,,1,20,,,1,98,31,"97,442",26,"104,807",1,84,13,227,"203,138"
743595933,3,46,,,1,21,,,,,,,,,,,1,23,9,"113,851",9,"19,154",,,17,301,"133,396"
743639606,9,740,4,"4,528",5,"1,686",1,229,7,"5,743",5,192,13,"10,781",5,"1,208",9,"1,219",,,34,"100,021",3,364,40,"1,031","127,743"
743656133,8,224,2,20,,,,,12,"3,109",9,301,5,695,6,"4,920",6,757,,,39,"268,930",7,886,37,926,"280,769"
743671041,58,"3,468",1,445,46,"96,059",,,3,445,39,"1,734",167,"163,944",9,"1,243",10,525,,,13,"19,217",13,"3,188",142,"3,004","293,272"
743674267,31,"2,243",4,"2,611",10,484,2,73,21,"2,724",8,244,92,"17,812",3,"4,577",10,"2,359",6,"69,840",26,"19,025",27,"6,570",174,"3,175","131,738"
743679701,64,"7,945",2,41,51,"37,633",2,"1,460",5,"1,378",52,"13,582",60,"13,716",13,"5,731",2,515,14,"40,642",96,"553,787",46,"14,993",140,"3,380","694,800"
743688702,79,"8,772",11,"4,586",26,"4,748",1,95,18,"2,186",30,"3,176",67,"13,324",23,"6,109",11,509,3,521,51,"69,457",50,"13,963",151,"4,511","131,957"
743691355,9,254,3,660,40,"27,948",1,23,4,204,14,"1,455",14,"8,543",148,"186,649",7,586,1,"11,700",6,"13,790",21,"5,613",69,"1,635","259,058"
743753409,,,,,,,,,,,,,,,,,,,,,,,8,"333,350",6,128,"333,478"
743760599,5,408,13,"3,286",65,"17,684",,,16,"2,373",3,79,32,"2,723",97,"87,679",12,"1,886",,,8,"7,047",36,"5,316",79,"3,294","131,776"
743787498,72,"11,600",22,"19,675",32,"15,704",2,364,93,"47,414",40,"6,642",43,"18,741",33,"18,120",17,"2,302",2,"1,110",61,"98,509",46,"11,640",71,"2,869","254,689"
743787983,41,"3,037",,,12,"3,679",3,46,4,"2,175",33,"1,954",28,"41,212",35,"44,440",5,357,4,"28,925",15,"22,980",20,"6,570",79,"2,682","158,057"
743803884,26,"22,444",6,"5,114",25,"58,074",3,"7,059",6,"6,576",12,"7,262",5,"1,034",5,"3,823",,,1,350,2,"1,420",23,"10,944",28,"1,933","126,032"
743812584,37,"5,465",27,"9,440",3,"1,949",1,130,6,"1,530",15,"2,699",,,15,"7,334",9,"3,381",13,"260,242",77,"229,194",38,"10,821",103,"14,697","546,881"
743874467,28,"17,590",1,"1,800",20,"30,352",,,9,"2,024",10,"2,532",29,"3,761",7,921,8,"1,658",20,"35,514",11,"10,530",10,"2,125",29,"1,461","110,266"
743874681,32,940,,,23,"1,197",,,,,26,"2,089",4,265,,,,,,,222,"254,526",1,204,130,"1,904","261,126"
743890671,25,"1,625",6,872,17,"2,799",,,2,207,9,"12,183",4,239,48,"22,435",11,"2,649",22,"111,875",7,"6,543",20,"3,958",95,"1,921","167,306"
743916589,97,"3,847",2,419,13,"2,241",3,472,10,"1,280",33,"1,672",68,"9,483",12,"4,800",12,"1,354",14,"38,919",45,"33,818",14,"1,208",331,"7,239","106,750"
743949338,19,"1,204",3,"1,689",35,"23,551",2,"6,447",4,"1,868",10,"1,060",68,"22,150",20,"10,888",,,1,"3,320",84,"266,943",9,"5,881",64,"2,576","347,576"
743955391,30,"3,620",9,"3,544",23,"8,115",1,432,43,"17,908",21,"2,460",15,"13,857",20,"20,717",3,335,6,"4,561",12,"17,185",44,"28,174",85,"3,292","124,201"
743967071,62,"6,415",15,"4,334",63,"94,593",1,9,16,"3,156",31,"2,516",104,"12,654",32,"12,012",18,"2,361",7,"2,321",7,"14,865",22,"8,736",198,"3,899","167,871"
743977439,,,,,1,"5,300",,,339,"587,008",1,"1,020",,,,,3,140,,,,,1,17,2,0,"593,485"
743979178,30,"3,022",11,"8,227",11,"11,471",,,11,"3,705",26,749,1,53,9,"10,756",14,"3,789",5,"90,167",9,"11,575",25,"2,912",117,"2,125","148,551"
743988677,38,"1,677",,,17,"1,460",,,1,312,64,"2,145",6,366,43,"15,858",6,"1,829",10,"74,380",8,"23,115",30,"5,463",110,"1,122","127,726"
744044909,58,"4,008",1,321,15,"4,352",,,6,472,18,"2,267",5,257,3,476,2,17,11,"212,440",13,"39,630",34,"9,037",103,"2,735","276,012"
744055112,8,284,4,"1,511",3,"8,389",,,29,"12,070",9,755,49,"15,391",8,"3,853",3,"1,055",10,"29,030",39,"47,487",5,"1,991",39,"1,100","122,917"
744082864,55,"37,804",2,"2,081",17,"38,454",,,44,"15,501",15,"1,223",11,"7,219",20,"11,135",8,"2,601",15,"28,910",26,"45,510",20,"3,715",52,"11,266","205,418"
744086681,14,773,7,"6,915",4,"1,886",2,267,12,"3,235",11,663,22,"1,714",10,"2,023",8,777,20,"177,479",28,"88,909",11,"7,832",69,"1,614","294,087"
744100463,7,"2,403",6,"5,593",14,"2,251",,,24,"10,244",7,"1,437",13,"1,667",10,"5,395",6,566,10,"71,625",11,"24,758",43,"12,318",48,"2,098","140,356"
744110534,24,"3,117",31,"14,385",35,"41,635",3,114,30,"7,107",12,812,19,"2,043",17,"20,925",24,"12,565",7,"32,805",17,"27,299",62,"18,165",62,"2,285","183,257"
744119379,12,"1,139",4,"2,994",11,"28,041",3,"2,443",7,"3,185",7,705,14,"2,886",5,"6,591",6,"2,004",3,"32,030",46,"68,039",18,"2,922",57,"2,112","155,092"
744145559,53,"4,573",4,800,,,,,3,879,26,"3,289",46,"5,622",26,"21,360",1,261,5,"12,300",27,"96,572",45,"10,422",120,"2,835","158,913"
744154051,9,805,5,"2,662",3,607,,,13,"9,986",2,85,,,1,805,1,39,2,"4,020",41,"209,746",6,"3,643",32,"1,098","233,496"
744175869,7,"1,558",8,"2,970",28,"28,466",,,19,"22,085",28,"2,729",54,"9,101",5,567,3,735,,,28,"118,090",9,"1,448",100,"2,653","190,403"
744179252,10,"3,868",12,"16,587",38,"75,304",2,249,33,"19,958",4,667,5,"2,101",16,"30,936",7,"2,177",2,"94,000",9,"30,870",29,"23,556",11,368,"300,640"
744200613,32,"2,016",19,"1,582",7,270,1,60,23,"5,225",27,"1,217",4,304,26,"15,395",8,"1,045",2,"20,500",101,"298,293",39,"3,144",127,"2,212","351,262"
744209774,26,"5,013",8,"2,029",11,"5,688",1,288,56,"25,567",17,"11,504",,,29,"11,840",,,4,"1,182",110,"127,692",17,"3,043",85,"2,310","196,156"
744265227,3,166,8,"3,309",1,166,1,337,63,"17,299",6,56,3,"2,531",6,"2,087",50,"11,790",24,"185,286",9,"17,857",23,"8,707",35,"1,076","250,668"
744267373,36,"14,286",4,321,18,"12,550",,,15,"10,385",1,24,8,"1,489",,,15,"2,355",2,"5,900",25,"92,460",13,"8,129",29,"1,237","149,136"
744292286,51,"12,696",7,"2,236",30,"3,452",5,367,13,672,32,"8,782",11,"1,862",21,"11,495",14,"5,336",1,90,45,"79,386",45,"8,701",64,"1,629","136,702"
744403949,54,"1,402",4,"2,564",17,"2,729",1,59,6,"1,312",,,9,"4,230",16,"31,366",1,196,9,"20,074",55,"155,525",11,"1,628",50,683,"221,767"
744447193,17,"1,905",3,"1,211",23,"20,647",,,10,"1,937",15,"1,289",4,"1,120",10,"2,708",17,"2,288",16,"89,300",25,"23,064",15,"3,519",50,"4,291","153,278"
744450639,1,269,,,1,21,,,,,,,,,,,,,10,"213,894",,,,,,,"214,184"
744487847,6,"1,081",,,4,"1,770",,,6,818,6,268,5,599,1,150,7,791,4,"118,480",6,"3,680",10,"1,628",27,"1,254","130,519"
744536566,14,677,30,"11,579",26,"4,972",,,24,"8,315",12,447,5,889,17,"13,801",18,"2,410",9,"43,921",73,"129,642",33,"4,545",105,"6,113","227,311"
744543975,119,"18,177",1,585,17,"15,163",2,97,2,496,42,"5,581",49,"14,583",20,"26,572",5,209,6,"42,765",24,"76,274",11,"6,220",70,"1,788","208,509"
744566261,3,410,1,53,12,"36,395",1,120,1,29,17,"1,913",4,"1,616",2,779,2,793,1,416,34,"124,833",4,417,36,729,"168,503"
744571145,111,"7,328",28,"7,319",96,"36,053",16,"2,555",21,"2,828",80,"6,528",9,"1,297",185,"107,438",2,"1,985",18,"1,768",20,"31,810",51,"7,193",199,"4,994","219,097"
744582916,10,891,4,963,34,"78,229",2,854,29,"15,475",8,"1,118",16,"2,084",6,"2,433",6,"1,056",,,11,"14,953",5,961,55,"1,466","120,483"
744600045,11,399,12,"3,720",6,"9,232",,,19,"3,624",4,390,90,"506,298",3,443,25,"4,294",6,"16,899",2,"2,118",16,"3,997",31,598,"552,010"
744644242,41,"2,963",5,890,10,"3,272",1,92,10,"2,868",33,"2,262",81,"24,744",14,"3,073",11,501,16,"86,830",48,"279,801",10,"4,518",141,"2,488","414,300"
744646345,37,"3,191",12,"3,725",31,"49,787",2,0,63,"18,004",18,706,35,"3,940",18,"14,924",12,733,10,"39,454",12,"10,649",37,"7,505",108,"2,475","155,091"
744647703,88,"7,111",3,"2,548",7,"1,290",1,34,43,"22,600",88,"6,466",1,111,39,"28,462",32,"4,404",4,"23,360",43,"100,066",24,"3,864",107,"2,272","202,588"
744651047,5,103,,,2,"5,128",,,1,10,1,26,,,8,"4,800",19,"11,297",27,"119,429",40,"176,242",11,"3,203",45,739,"320,976"
744676473,26,"1,418",11,"4,669",18,"9,129",1,"1,900",19,"12,793",14,"1,100",8,588,13,"5,239",6,"1,329",6,"261,155",30,"103,386",21,"4,711",91,"2,875","410,294"
744703465,11,451,10,"3,370",18,"23,509",3,954,36,"10,601",9,336,47,"8,665",14,"12,330",9,364,7,"10,031",47,"50,301",17,"5,836",112,"2,687","129,434"
744712441,12,334,,,15,"3,381",,,3,864,,,26,"5,824",7,"3,035",2,18,1,300,43,"116,560",5,378,49,"3,332","134,026"
744718435,14,"3,055",,,,,,,,,5,155,,,,,,,6,"40,980",52,"119,975",14,"3,221",23,550,"167,936"
744726431,18,"2,085",4,"2,441",13,"1,446",6,"1,229",28,"3,656",13,"1,811",17,"2,183",10,"5,335",28,"3,459",16,"35,322",73,"66,905",34,"7,895",120,"4,220","137,987"
744731854,38,"6,629",4,"1,802",6,"1,028",,,26,"8,412",32,"8,461",2,450,16,"1,781",21,"1,436",16,"40,373",46,"55,470",30,"3,357",119,"4,842","134,042"
744779551,7,676,6,"3,097",,,,,4,"2,863",5,122,6,579,2,750,,,4,"175,270",10,"37,251",2,433,42,950,"221,990"
744844101,10,479,6,"1,458",4,750,,,17,"3,693",6,"1,421",24,"5,292",,,3,219,,,47,"111,373",11,"1,323",116,"3,011","129,020"
744872935,175,"4,213",3,810,25,"9,646",,,3,105,77,"4,193",6,"1,674",66,"66,169",8,"3,617",10,"12,297",4,"9,589",45,"7,478",477,"7,896","127,687"
744882601,33,"2,709",9,"1,259",23,"18,701",,,4,675,19,"2,021",33,"3,456",27,"9,018",,,8,"59,464",47,"55,610",13,"2,641",26,"1,755","157,308"
744896361,10,374,9,"2,924",12,"7,573",,,75,"37,178",13,948,2,163,14,"3,662",20,"2,715",11,"51,722",47,"51,139",12,"1,917",115,"3,353","163,668"
744901863,6,90,2,"1,420",4,"21,888",1,58,1,"1,238",20,595,11,779,22,"15,324",3,859,,,44,"57,081",25,"10,285",76,"2,571","112,189"
744910892,29,"4,806",3,89,32,"15,424",,,14,"5,495",13,"1,616",26,"5,102",24,"9,384",9,"3,827",15,"148,136",67,"111,513",36,"14,096",38,"1,570","321,058"
744943366,9,344,4,"2,752",,,,,21,"4,871",17,"1,440",1,69,28,"114,261",59,"27,122",1,35,1,"3,690",29,"4,053",34,"1,244","159,881"
744955778,4,96,12,"7,718",8,"8,647",,,24,"7,714",6,104,1,329,36,"31,863",12,974,13,"78,140",48,"58,136",10,596,38,832,"195,151"
744962074,73,"8,267",7,"4,074",13,"5,317",1,95,22,"4,794",68,"14,377",48,"3,914",20,"4,601",13,"2,649",9,"96,250",119,"173,349",39,"9,321",206,"5,355","332,361"
744981369,53,"3,345",18,"40,264",8,"11,829",,,24,"6,791",31,"1,034",44,"10,078",6,"28,987",,,1,298,19,"36,915",16,"5,352",101,"2,998","147,891"
744989835,8,530,1,15,1,"21,500",,,2,426,2,202,1,-600,2,"1,532",,,1,"-13,500",71,"192,842",12,"-1,016",22,548,"202,480"
744989848,1,111,,,,,,,,,,,2,"1,600",,,,,2,"15,490",41,"101,423",2,"3,822",3,70,"122,517"
745049482,65,"2,552",48,"25,395",30,"11,527",9,899,86,"42,254",15,394,,,16,"15,277",25,"3,058",,,9,"15,665",39,"8,765",138,"3,283","129,068"
745058966,,,,,,,,,1,111,,,,,,,,,,,,,185,"270,481",,,"270,592"
745106471,37,"5,093",31,"11,683",72,"225,197",7,"4,002",74,"39,612",13,"1,337",,,60,"30,582",2,362,5,"57,171",55,"78,487",27,"6,554",93,"1,797","461,876"
745118001,62,"7,358",10,"13,926",35,"14,657",,,18,"8,260",16,"1,470",4,"3,036",48,"55,586",6,"3,234",5,"29,441",29,"32,917",30,"16,430",188,"6,745","193,059"
745155404,88,"7,984",2,760,28,"13,461",4,"3,163",1,247,74,"5,988",31,"3,457",19,"23,362",20,"1,923",1,118,52,"62,848",22,"6,697",224,"9,287","139,295"
745166705,29,"1,809",31,"17,305",38,"44,489",11,"1,215",64,"25,380",29,"1,705",24,"7,192",41,"11,611",32,"5,790",18,"13,464",22,"13,490",42,"6,391",64,"1,123","150,964"
745182658,17,"3,512",2,"3,100",10,"2,995",3,143,37,"19,830",14,"1,185",9,"2,218",11,"5,666",39,"10,790",6,"40,337",24,"40,673",28,"8,218",40,"1,804","140,472"
745186487,58,"10,904",11,"3,393",33,"22,939",4,382,5,"1,134",55,"10,038",71,"38,060",8,"9,068",4,"3,971",4,"1,186",28,"145,978",29,"8,408",140,"3,777","259,239"
745189017,4,95,1,479,4,121,,,13,672,10,217,8,484,4,"2,869",52,"4,849",4,"10,196",8,"5,455",,,44,997,"26,433"
745203066,41,"4,613",8,"1,654",57,"84,267",,,7,"2,465",62,"6,993",3,363,34,"15,915",14,"3,727",6,"3,839",,,57,"11,106",112,"2,820","137,762"
745205041,36,"1,301",22,"7,077",10,"5,677",,,15,"3,158",17,"1,126",98,"15,062",96,"40,721",11,"1,610",12,"51,011",32,"28,165",26,"2,529",144,"3,543","160,980"
745230987,43,"22,974",14,"10,566",27,"25,163",4,"4,085",15,"10,284",30,"9,606",2,285,27,"22,036",11,"1,537",7,"3,662",57,"109,430",35,"7,036",76,"3,972","230,636"
745231204,21,"4,341",24,"21,922",18,"13,807",,,37,"21,651",27,"17,956",,,19,"9,024",10,"1,326",2,"17,890",7,"5,799",16,"9,051",47,"2,162","124,930"
745246622,21,"8,780",1,290,3,276,,,9,"8,664",10,"1,173",,,,,,,2,"2,110,830",21,"27,939",13,"2,100",,,"2,160,053"
745253901,12,"1,345",7,"3,304",5,"1,063",,,24,"22,986",,,14,"5,628",9,"5,465",,,1,"17,200",21,"78,835",19,"6,524",27,849,"143,199"
745258276,3,35,,,,,,,,,,,,,10,"12,672",,,16,"258,542",5,"11,730",,,3,153,"283,131"
745285554,34,"2,111",9,"1,838",13,"10,449",3,365,78,"13,786",58,"3,530",52,"6,519",112,"50,824",48,"7,857",10,"13,768",70,"45,960",96,"9,815",123,"3,101","169,922"
745327091,26,"4,833",9,"9,081",4,"2,336",1,33,2,332,11,"1,225",10,"16,670",15,"10,068",8,"6,746",1,80,35,"69,836",12,"8,521",69,"1,910","131,671"
745336558,33,"4,120",1,"1,214",12,"2,009",,,7,"2,799",14,703,,,5,"2,925",,,,,50,"129,552",12,"4,495",44,680,"148,497"
745336561,113,"15,823",1,395,22,"17,693",3,409,10,"2,681",102,"15,484",54,"16,407",16,"5,409",,,,,30,"54,549",41,"24,447",138,"5,030","158,326"
745370054,22,"1,557",5,"6,439",9,"1,235",,,17,"3,866",9,442,4,646,11,"4,408",24,"2,792",,,45,"168,269",21,"3,941",73,"2,325","195,919"
745428257,18,"1,627",5,"1,356",9,"25,939",1,374,29,"36,530",15,"1,083",1,168,44,"61,498",,,4,"34,590",22,"35,087",37,"9,184",54,"1,670","209,105"
745430832,14,"1,008",13,"2,719",4,"2,381",,,2,168,17,603,5,"1,748",53,"95,776",5,"1,263",12,"36,537",4,"1,420",57,"6,827",32,563,"151,013"
745434828,37,"4,750",21,"16,993",9,"1,497",1,35,7,"2,587",40,"3,937",5,"13,965",15,"7,349",10,"2,809",14,"37,755",45,"42,154",34,"6,866",103,"2,677","143,374"
745492862,,,,,,,,,,,,,,,,,,,1,"1,000",,,57,"134,295",1,11,"135,306"
745552421,14,"1,542",14,"7,397",10,"1,776",3,506,6,"2,103",8,874,15,"2,172",11,"6,276",2,206,2,"10,080",50,"127,019",11,"3,743",18,"1,099","164,794"
745570975,12,"2,646",5,"3,573",11,"10,002",4,816,9,"1,718",3,200,2,110,47,"33,049",4,"1,997",1,275,57,"160,973",8,"2,100",67,"2,074","219,533"
745584591,11,"1,561",3,485,3,"1,796",,,13,"6,207",7,714,1,223,21,"6,905",17,"9,769",3,"51,590",22,"40,206",14,"3,368",47,"1,169","123,993"
745629016,10,880,6,"3,610",4,190,1,334,4,"2,074",9,823,1,138,26,"29,065",6,"1,545",,,76,"93,393",2,571,12,499,"133,119"
745646251,15,"1,269",7,"4,144",7,341,2,208,21,"2,465",3,196,21,"1,621",,,15,"1,035",29,"87,823",26,"42,264",21,"3,858",56,"1,943","147,166"
745689311,,,,,,,,,,,,,,,,,,,34,"237,084",2,"7,033",2,652,2,22,"244,791"
745726941,92,"18,718",2,"3,902",24,"12,788",,,14,"12,523",110,"37,418",1,706,13,"5,224",,,,,38,"68,518",37,"17,790",3,286,"177,872"
745750321,12,"1,284",5,"1,927",18,"21,014",,,21,"3,939",8,"5,681",32,"9,504",4,"1,044",13,"3,486",13,"92,954",18,"26,249",15,"7,060",46,"1,450","175,592"
745758384,8,623,,,1,649,,,,,45,"2,280",1,333,,,1,49,7,"116,920",,,,,28,528,"121,381"
745788653,1,93,6,"3,086",13,"19,121",3,"2,409",7,"2,141",4,356,7,508,6,"2,130",3,"1,025",3,"8,510",42,"81,863",15,"1,548",66,"2,016","124,805"
745795341,6,503,1,695,3,"1,292",,,16,"12,137",5,832,6,"1,986",,,1,14,,,38,"164,554",7,"1,550",57,"2,090","185,651"
745847785,61,"10,445",,,5,"1,007",,,10,"5,716",23,"3,302",9,795,9,"12,420",,,3,"51,450",48,"58,516",7,"5,678",72,"1,270","150,598"
745858982,2,370,3,"6,768",17,"113,924",8,"7,684",22,"24,752",9,"5,006",1,326,16,"21,562",6,"3,406",8,"39,300",58,"482,440",10,"2,667",24,711,"708,916"
745861839,24,351,1,143,9,"32,515",,,3,484,2,64,,,,,8,662,5,"69,968",27,"149,415",7,420,63,"1,419","255,440"
745862454,6,101,3,169,,,,,,,11,417,12,"16,733",,,1,8,,,,,219,"220,606",31,507,"238,539"
745878184,14,"1,080",6,"2,007",10,"15,982",1,12,5,484,25,"3,095",24,"2,208",14,"2,318",3,141,12,"65,145",22,"28,560",29,"6,802",93,"1,740","129,574"
745882091,14,"28,433",7,"6,555",17,"27,557",1,"3,040",3,803,3,"1,489",26,"10,854",1,"1,450",1,"1,575",5,"1,170",41,"180,200",7,"8,535",23,"1,848","273,508"
745933161,35,"2,905",1,255,10,"5,968",,,3,"1,076",22,"3,060",,,4,"1,329",,,,,22,"94,330",12,"13,089",83,"3,566","125,579"
745948639,6,581,1,484,18,"75,740",4,"1,602",,,1,9,,,,,,,2,"55,800",2,"4,731",4,420,11,222,"139,590"
746047885,2,90,,,2,191,3,365,,,1,63,2,166,81,"1,112,957",,,,,,,1,850,5,235,"1,114,917"
746075603,88,"2,211",6,"1,017",24,"65,528",,,5,705,65,"3,090",30,"1,205",3,14,,,1,"26,270",8,"21,301",4,"1,743",263,"3,597","126,680"
746113471,32,936,,,1,13,,,1,33,30,"1,047",20,"5,096",,,3,49,20,"136,950",14,"5,245",1,52,74,"1,299","150,721"
746113783,3,70,3,338,,,,,4,954,6,206,,,1,716,1,548,28,"143,900",3,"3,730",,,30,532,"150,994"
746118301,1,13,2,0,5,"9,792",,,,,,,1,124,3,"1,401",1,96,17,"35,562",41,"73,784",4,168,35,569,"121,509"
746128621,27,"38,916",3,"3,363",44,"27,150",2,"1,283",39,"13,353",4,373,28,"3,864",4,707,2,65,7,"81,705",23,"26,460",24,"9,265",19,"1,040","207,546"
746189945,31,"2,957",8,"2,159",17,"8,012",,,2,234,14,"8,997",2,164,6,"2,334",13,"1,480",,,30,"78,110",31,"9,938",152,"7,997","122,379"
746212393,27,"56,911",2,"1,790",1,"1,509",,,338,"706,330",21,"4,058",16,"14,800",1,515,,,,,3,"3,100",7,563,23,327,"789,902"
746277189,84,"27,114",8,"4,402",32,"7,498",4,"1,658",45,"26,073",62,"39,409",15,"12,095",18,"15,067",11,"2,051",1,23,62,"159,474",56,"30,055",116,"9,530","334,448"
746295739,141,"12,561",5,"4,505",25,"13,986",6,329,29,"5,333",76,"7,651",19,"1,305",41,"20,513",60,"6,270",22,"60,490",94,"79,549",31,"4,704",245,"4,207","221,401"
746314596,38,"1,634",8,"3,474",15,"12,488",,,5,887,25,"1,452",8,"3,390",31,"8,669",15,"1,945",12,"42,200",87,"60,784",31,"6,271",147,"5,281","148,476"
746323701,38,"4,793",6,"5,441",9,"2,183",,,29,"20,190",41,"3,043",17,"66,721",38,"34,511",2,365,17,"78,936",10,"21,465",37,"11,525",94,"2,817","251,990"
746351211,2,58,,,,,,,,,,,,,,,,,7,"76,660",15,"46,519",,,6,414,"123,651"
746381337,29,"1,642",,,,,,,24,"4,987",8,691,13,"1,347",8,"1,929",2,149,12,"79,355",24,"39,029",15,"1,773",75,"1,222","132,122"
746393372,3,29,,,1,55,,,,,3,26,,,2,35,,,3,"164,000",,,,,4,56,"164,201"
746396088,29,"3,665",6,"3,088",17,"36,509",,,2,963,25,"2,548",1,89,25,"13,701",3,605,11,"37,134",25,"25,546",35,"17,356",40,"1,173","142,376"
746441106,302,"5,006",38,"7,620",4,"1,514",5,"1,230",,,72,"1,289",13,"2,247",1,150,3,29,9,"37,888",62,"43,711",33,"12,756",619,"12,095","125,536"
746462484,5,140,2,130,16,"4,593",,,1,29,247,"179,884",1,"3,000",16,"4,257",,,2,788,2,"4,400",16,"4,208",64,"2,525","203,954"
746476328,26,"12,146",7,"3,588",9,"1,457",1,45,13,"7,918",12,967,3,656,17,"1,838",26,"2,147",3,"21,670",106,"156,658",14,"10,289",52,"2,289","221,667"
746480733,5,"1,658",6,"4,072",,,,,,,10,"2,904",13,"2,026",1,428,1,114,12,"156,480",9,"40,830",11,"7,596",36,"1,581","217,689"
746483674,,,,,,,,,8,823,1,36,,,,,4,506,5,"107,980",13,"23,150",13,"1,526",25,638,"134,660"
746494423,24,"2,280",22,"26,177",36,"95,273",4,"1,058",8,"7,224",17,"3,682",32,"18,310",21,"18,936",4,"1,663",3,"7,803",36,"43,667",22,"5,611",9,274,"231,957"
746501007,44,"3,017",4,909,19,"20,702",5,632,4,149,19,"1,671",12,"13,055",11,"3,297",5,882,5,"35,820",33,"37,993",44,"20,839",102,"2,200","141,166"
746515593,63,"3,788",14,682,12,"16,131",1,104,3,421,56,"2,559",3,83,63,"15,393",12,"1,248",6,"27,282",85,"55,357",19,"2,124",106,"3,358","128,531"
746562803,73,"4,975",5,"2,688",72,"13,950",7,226,35,"7,498",55,"3,764",13,"1,781",23,"12,249",5,288,3,197,69,"78,073",41,"4,355",174,"5,009","135,052"
746593321,8,600,,,12,"22,685",,,252,"86,324",2,332,51,"15,026",1,369,1,24,,,,,18,"4,219",27,835,"130,414"
746679218,25,"2,658",,,22,"6,767",,,4,"3,257",11,"1,549",54,"14,108",20,"7,636",8,"2,615",1,238,21,"78,596",13,"16,494",47,"1,655","135,574"
746716835,76,"10,116",,,9,"1,189",4,577,2,343,46,"5,955",49,"13,938",17,"26,621",3,440,25,"108,253",51,"297,970",45,"28,973",118,"2,286","496,661"
746724844,26,750,,,,,,,2,144,22,"2,204",41,"3,783",2,857,4,36,13,"133,432",40,"68,316",13,"1,713",120,"1,320","212,555"
746743211,2,"1,001",2,"1,097",,,,,1,576,,,,,,,,,5,"126,026",2,"4,175",,,7,192,"133,066"
746743669,18,"4,235",,,9,"4,009",1,218,25,"20,156",5,546,,,14,"12,019",4,"2,374",5,"48,204",22,"33,044",16,"7,320",32,"1,066","133,191"
746847858,,,,,14,"40,063",5,"8,099",2,"2,383",,,33,"29,873",1,"2,406",2,176,,,76,"430,948",2,"2,080",27,"1,192","517,220"
